"id","title","band","model","variant","fuelType","bodytype","tramsmission","seating","year","milage","color","image","place","price"
"41256","2012 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Automatic","7","2012","62500","Hitam","https://img1.icarcdn.com/8419806/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_8419806_hyKMVmA56CWEQcNm6NcXn5.jpg?smia=xTM","Jakarta Selatan","112000000"
"5637","2014 Honda Mobilio 1.5 E Prestige MPV","Honda","Mobilio","E Prestige","Pertamax","MPV","Automatic","7","2014","70000","Putih","https://img5.icarcdn.com/0798656/thumb-l_used-car-mobil123-honda-mobilio-e-prestige-mpv-indonesia_0798656_wcHBOXdfSAGGGNUSGOfAIp.jpg?smia=xTM","Makasar","135000000"
"61059","2014 Ford EcoSport 1.5 Titanium SUV","Ford","EcoSport","Titanium","Pertamax","SUV","Automatic","5","2014","108000","Silver","https://img4.icarcdn.com/3308465/thumb-l_used-car-mobil123-ford-ecosport-titanium-suv-indonesia_3308465_V1FwblazUFP9S9q8BtmxUT.jpg?smia=xTM","Bekasi","133000000"
"75984","2007 Toyota Kijang Innova 2.0 E MPV","Toyota","Kijang Innova","E","Pertamax","MPV","Manual","8","2007","46000","Hitam","https://img1.icarcdn.com/9066856/thumb-l_used-car-mobil123-toyota-kijang-innova-e-mpv-indonesia_9066856_EQ8LQ4EokMfNHexB0Pw2D5.jpg?smia=xTM","Jakarta Barat","98000000"
"35687","2017 Daihatsu Ayla 1.0 X Hatchback","Daihatsu","Ayla","X","Pertamax","Hatchback","Manual","5","2017","45000","Merah","https://img1.icarcdn.com/5359506/thumb-l_used-car-mobil123-daihatsu-ayla-x-hatchback-indonesia_5359506_a1V78wPknXP8jaHGkEKm12.jpg?smia=xTM","Surabaya","110000000"
"74769","2012 Suzuki Swift 1.5 GT3 Hatchback","Suzuki","Swift","GT3","Pertamax","Hatchback","Manual","5","2012","40000","Putih","https://img3.icarcdn.com/4722016/thumb-l_used-car-mobil123-suzuki-swift-gt3-hatchback-indonesia_4722016_VhmAdvYYe3PHzfFajLwrKg.jpg?smia=xTM","Makasar","125000000"
"26695","2017 Toyota Fortuner 2.4 VRZ SUV","Toyota","Fortuner","VRZ","Solar","SUV","Automatic","7","2017","32000","Hitam","https://img5.icarcdn.com/0943756/thumb-l_used-car-mobil123-toyota-fortuner-vrz-suv-indonesia_0943756_9KjMFG0SExbWJdjlWiA5Il.jpg?smia=xTM","Jakarta Timur","380000000"
"73531","2013 Honda CR-V 2.4 2.4 SUV","Honda","CR-V","2.4","Pertamax","SUV","Automatic","5","2013","64000","Hitam","https://img3.icarcdn.com/3458216/thumb-l_used-car-mobil123-honda-cr-v-2.4-suv-indonesia_3458216_geHyX7N4H8Fw0VxeC88sg2.jpg?smia=xTM","Tangerang","213500000"
"74843","2011 Isuzu Panther 2.5 SMART SUV","Isuzu","Panther","SMART","Solar","SUV","Manual","7","2011","200000","Silver","https://img5.icarcdn.com/8529706/thumb-l_used-car-mobil123-isuzu-panther-smart-suv-indonesia_8529706_RTUh7zoTnzeBCuRNv6jk9G.jpg?smia=xTM","Sleman","115000000"
"78168","2017 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Manual","7","2017","102500","Hitam","https://img5.icarcdn.com/4749756/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_4749756_2OZjLImFu4M8mTWWf23gQV.jpg?smia=xTM","Tangerang","140000000"
"51388","2011 Mitsubishi Pajero Sport 2.5 Exceed SUV","Mitsubishi","Pajero Sport","Exceed","Solar","SUV","Automatic","7","2011","190000","Hitam","https://img3.icarcdn.com/6736016/thumb-l_used-car-mobil123-mitsubishi-pajero-sport-exceed-suv-indonesia_6736016_U62zQ5K36lN1Iu9gEeCupj.jpg?smia=xTM","Bekasi","225000000"
"17315","2017 Toyota Calya 1.2 G MPV","Toyota","Calya","G","Pertamax","MPV","Manual","7","2017","52500","Putih","https://img3.icarcdn.com/4702556/thumb-l_used-car-mobil123-toyota-calya-g-mpv-indonesia_4702556_ArKBtHCkzeuLahHRo60jky.jpeg?smia=xTM","Kediri","115000000"
"5335","2016 Suzuki Ertiga 1.4 GX MPV","Suzuki","Ertiga","GX","Pertamax","MPV","Automatic","7","2016","42000","Putih","https://img4.icarcdn.com/8889226/thumb-l_used-car-mobil123-suzuki-ertiga-gx-mpv-indonesia_8889226_T1sTnnY9XJJ2UUWAdUTXzv.jpg?smia=xTM","Surabaya","170000000"
"61972","2005 Suzuki APV 1.5 X Manual MPV Minivans","Suzuki","APV","X Manual","Pertamax","MPV Minivans","Manual","7","2005","196326","Hitam","https://img1.icarcdn.com/0993456/thumb-l_used-car-mobil123-suzuki-apv-x-manual-mpv-minivans-indonesia_0993456_JeyFjUBYkf7AQDpwSvaIr5.jpg?smia=xTM","Surabaya","70000000"
"72223","2017 Mitsubishi Pajero Sport 2.4 Dakar SUV","Mitsubishi","Pajero Sport","Dakar","Solar","SUV","Automatic","7","2017","17212","Putih","https://img5.icarcdn.com/5756946/thumb-l_used-car-mobil123-mitsubishi-pajero-sport-dakar-suv-indonesia_5756946_Em29OAKUFRYOqTzKf1V4ey.jpg?smia=xTM","Jember","440000000"
"33674","1996 Toyota Kijang 1.8 MPV Minivans","Toyota","Kijang",,"Pertamax","MPV Minivans","Manual","7","1996","202500","Merah","https://img1.icarcdn.com/2833015/thumb-l_used-car-mobil123-toyota-kijang-mpv-minivans-indonesia_2833015_28QhAzjNCrfgi6LaLzjGNv.jpg?smia=xTM","Jakarta Timur","36000000"
"36623","2016 BMW 528i 2.0 Luxury Sedan","BMW","528i","Luxury","Pertamax","Sedan","Automatic","5","2016","33000","Hitam","https://img2.icarcdn.com/7046506/thumb-l_used-car-mobil123-bmw-5-series-528i-luxury-sedan-indonesia_7046506_38tOlbWE3O33GsGTGOArgU.jpg?smia=xTM","Jakarta Utara","610000000"
"83829","2012 Rolls-Royce Ghost 6.6 V12 Sedan","Rolls-Royce","Ghost","V12","Pertamax","Sedan","Automatic","5","2012","9000","Hitam","https://img2.icarcdn.com/1703775/thumb-l_used-car-mobil123-rolls-royce-ghost-v12-sedan-indonesia_1703775_uWJXxGPm9FwNbbDRgwcR52.jpg?smia=xTM","Jakarta Selatan","5250000000"
"26399","2009 Suzuki Swift 1.5 ST Hatchback","Suzuki","Swift","ST","Pertamax","Hatchback","Automatic","5","2009","127500","Hitam","https://img4.icarcdn.com/4310656/thumb-l_used-car-mobil123-suzuki-swift-st-hatchback-indonesia_4310656_J6lN0RBH1r8JQTXq5CsUq2.jpg?smia=xTM","Jakarta Pusat","85000000"
"72629","2017 Honda Mobilio 1.5 E MPV","Honda","Mobilio","E","Pertamax","MPV","Manual","7","2017","37500","Abu-abu","https://img3.icarcdn.com/3442606/thumb-l_used-car-mobil123-honda-mobilio-e-mpv-indonesia_3442606_cIHb80N1s6cp4I9O6e9szw.jpg?smia=xTM","Bekasi","150000000"
"51376","2013 Jeep Wrangler 3.6 Sport Unlimited SUV","Jeep","Wrangler","Sport Unlimited","Pertamax","SUV","Automatic","5","2013","67000","Orange","https://img4.icarcdn.com/4713746/thumb-l_used-car-mobil123-jeep-wrangler-sport-unlimited-suv-indonesia_4713746_f4hhRZgCs9ZMr0FfnycJlp.jpg?smia=xTM","Jakarta Selatan","860000000"
"9432","2013 Honda Freed 1.5 S MPV","Honda","Freed","S","Pertamax","MPV","Automatic","7","2013","52500","Silver","https://img2.icarcdn.com/5657215/thumb-l_used-car-mobil123-honda-freed-s-mpv-indonesia_5657215_ttsOZe3i0ZIBAl4zlYUqcx.jpg?smia=xTM","Depok","189000000"
"18327","2010 Toyota Alphard 2.4 S MPV","Toyota","Alphard","S","Pertamax","MPV","Automatic","7","2010","82500","Hitam","https://img1.icarcdn.com/1884906/thumb-l_used-car-mobil123-toyota-alphard-s-mpv-indonesia_1884906_t7rMPKXJOMntc99nGBys3r.jpeg?smia=xTM","Tangerang","290000000"
"22069","2012 Toyota Kijang Innova 2.5 G MPV","Toyota","Kijang Innova","G","Solar","MPV","Manual","8","2012","27500","Silver","https://img2.icarcdn.com/0629456/thumb-l_used-car-mobil123-toyota-kijang-innova-g-mpv-indonesia_0629456_VGcEHJBCRA0IMDj3B9Kyoo.jpg?smia=xTM","Jakarta Pusat","205000000"
"34382","2015 Toyota Rush 1.5 TRD Sportivo SUV","Toyota","Rush","TRD Sportivo","Pertamax","SUV","Automatic","5","2015","52500","Putih","https://img1.icarcdn.com/2591056/thumb-l_used-car-mobil123-toyota-rush-trd-sportivo-suv-indonesia_2591056_wRs5hoFRBGnred8lgrbfaB.JPG?smia=xTM","Jakarta Pusat","165000000"
"19829","2008 Toyota Camry 2.4 V Sedan","Toyota","Camry","V","Pertamax","Sedan","Automatic","5","2008","72500","Silver","https://img4.icarcdn.com/9735556/thumb-l_used-car-mobil123-toyota-camry-v-sedan-indonesia_9735556_swtn1dTscukFC8Ibc03Ou4.JPG?smia=xTM","Jakarta Barat","125000000"
"9770","2014 Honda Mobilio 1.5 E MPV","Honda","Mobilio","E","Pertamax","MPV","Automatic","7","2014","112500","Silver","https://img2.icarcdn.com/5982455/thumb-l_used-car-mobil123-honda-mobilio-e-mpv-indonesia_5982455_xB43GG6f6NHjqRyITULgYe.jpg?smia=xTM","Jakarta Barat","135000000"
"81215","2014 Chevrolet Aveo 1.4 LT Hatchback","Chevrolet","Aveo","LT","Pertamax","Hatchback","Automatic","5","2014","47500","Putih","https://img2.icarcdn.com/5755356/thumb-l_used-car-mobil123-chevrolet-aveo-lt-hatchback-indonesia_5755356_MsLQ3VwhcjJbLiKUHx8tzT.jpg?smia=xTM","Jakarta Selatan","105000000"
"70163","2013 Daihatsu Gran Max 1.3 D Van","Daihatsu","Gran Max","D","Pertamax","Van","Manual","9","2013","123","Silver","https://img2.icarcdn.com/6368926/thumb-l_used-car-mobil123-daihatsu-gran-max-d-van-indonesia_6368926_Zmjwr0476601CAkSTfQXCk.jpg?smia=xTM","Malang","97500000"
"79800","2010 Honda Accord 2.4 VTi-L Sedan","Honda","Accord","VTi-L","Pertamax","Sedan","Automatic","5","2010","55932","Hitam","https://img5.icarcdn.com/4650525/thumb-l_used-car-mobil123-honda-accord-vti-l-sedan-indonesia_4650525_EixWnwRYFe2DwVYEfc8smQ.jpg?smia=xTM","Jakarta Timur","180000000"
"50398","2017 Toyota Yaris 1.5 TRD Sportivo Heykers Hatchback","Toyota","Yaris","TRD Sportivo Heykers","Pertamax","Hatchback","Manual","5","2017","40000","Putih","https://img1.icarcdn.com/8276416/thumb-l_used-car-mobil123-toyota-yaris-trd-sportivo-heykers-hatchback-indonesia_8276416_EUpLIieaXqJ50At7Uazmfe.jpg?smia=xTM","Jombang","189000000"
"67443","2003 Honda City 1.5 i-DSI Sedan","Honda","City","i-DSI","Pertamax","Sedan","Automatic","5","2003","159000","Hitam","https://img1.icarcdn.com/1307856/thumb-l_used-car-mobil123-honda-city-i-dsi-sedan-indonesia_1307856_WPAztmSIlDygjFYJwsolGp.jpg?smia=xTM","Sleman","72000000"
"54069","2012 Toyota Limo 1.5 Manual Sedan","Toyota","Limo","Manual","Pertamax","Sedan","Manual","5","2012","252500","Merah","https://img2.icarcdn.com/6682215/thumb-l_used-car-mobil123-toyota-limo-manual-sedan-indonesia_6682215_qh9I2gyrrPBoRg44WPv13f.jpg?smia=xTM","Jakarta Selatan","95500000"
"17815","2006 Daihatsu Xenia 1.3 Xi MPV","Daihatsu","Xenia","Xi","Pertamax","MPV","Manual","7","2006","122500","Silver","https://img4.icarcdn.com/6156615/thumb-l_used-car-mobil123-daihatsu-xenia-xi-mpv-indonesia_6156615_KXBH9Rip1tTgHR1YzfaQKV.jpg?smia=xTM","Cirebon","85000000"
"63192","2011 Daihatsu Terios 1.5 TX ADVENTURE SUV","Daihatsu","Terios","TX ADVENTURE","Pertamax","SUV","Manual","7","2011","67500","Silver","https://img5.icarcdn.com/5515785/thumb-l_used-car-mobil123-daihatsu-terios-tx-adventure-suv-indonesia_5515785_4qnFN5rY4Dvi2odHcr65o3.jpg?smia=xTM","Jakarta Selatan","128000000"
"29863","2015 Daihatsu Xenia 1.0 M MPV","Daihatsu","Xenia","M","Pertamax","MPV","Manual","7","2015","30000","Putih","https://img4.icarcdn.com/9461456/thumb-l_used-car-mobil123-daihatsu-xenia-m-mpv-indonesia_9461456_2yBoFQSoruBAAJ3d570Tpa.jpg?smia=xTM","Tangerang","93000000"
"66265","2013 Toyota Avanza 1.5 Veloz MPV","Toyota","Avanza","Veloz","Pertamax","MPV","Automatic","7","2013","90000","Silver","https://img2.icarcdn.com/9063116/thumb-l_used-car-mobil123-toyota-avanza-veloz-mpv-indonesia_9063116_rgt0cOHClyMH7HBzM6d33r.jpg?smia=xTM","Bandung","132000000"
"72867","2016 Toyota Kijang Innova 2.0 V MPV","Toyota","Kijang Innova","V","Pertamax","MPV","Automatic","8","2016","40000","Silver","https://img3.icarcdn.com/7195726/thumb-l_used-car-mobil123-toyota-kijang-innova-v-mpv-indonesia_7195726_Ag4HSmQTcUF7C07Cps6Z8H.jpg?smia=xTM","Surabaya","280000000"
"1504","2012 Mazda Biante 2.0 CC MPV","Mazda","Biante","CC","Pertamax","MPV","Automatic","8","2012","72500","Putih","https://img1.icarcdn.com/2936946/thumb-l_used-car-mobil123-mazda-biante-cc-mpv-indonesia_2936946_p5Izmn2VrRB9MahH6avcSm.jpg?smia=xTM","Jakarta Selatan","152000000"
"32767","2016 Toyota Sienta 1.5 V MPV","Toyota","Sienta","V","Pertamax","MPV","Automatic","7","2016","32500","Hitam","https://img4.icarcdn.com/0947906/thumb-l_used-car-mobil123-toyota-sienta-v-mpv-indonesia_0947906_hEwkUFQg6EfgHx4txkFPT2.jpg?smia=xTM","Surabaya","200000000"
"86977","2012 Toyota Fortuner 2.7 TRD G Luxury SUV","Toyota","Fortuner","TRD G Luxury","Pertamax","SUV","Automatic","7","2012","100000","Silver","https://img1.icarcdn.com/5135156/thumb-l_used-car-mobil123-toyota-fortuner-trd-g-luxury-suv-indonesia_5135156_TAuU4UWRJRcm9ZwNK8P0kI.jpg?smia=xTM","Jakarta Timur","235000000"
"44403","2015 Toyota Avanza 1.3 E MPV","Toyota","Avanza","E","Pertamax","MPV","Manual","7","2015","99000","Hitam","https://img3.icarcdn.com/9638435/thumb-l_used-car-mobil123-toyota-avanza-e-mpv-indonesia_9638435_X8n5EMAC4vL7YZldFC5fgT.jpg?smia=xTM","Madiun","132500000"
"42243","2017 Toyota Sienta 1.5 G MPV","Toyota","Sienta","G","Pertamax","MPV","Manual","7","2017","7500","Abu-abu","https://img1.icarcdn.com/4857725/thumb-l_used-car-mobil123-toyota-sienta-g-mpv-indonesia_4857725_TbReAMMQFsKm4yWURnf790.jpg?smia=xTM","Pontianak","179000000"
"77522","2017 Daihatsu Luxio 1.5 X MPV","Daihatsu","Luxio","X","Pertamax","MPV","Manual","8","2017","21457","Putih","https://img3.icarcdn.com/9339716/thumb-l_used-car-mobil123-daihatsu-luxio-x-mpv-indonesia_9339716_ALAVXvQy37aUYDhEf5yWMS.jpg?smia=xTM","Surabaya","155000000"
"24071","2004 Honda Jazz 1.5 i-DSI Hatchback","Honda","Jazz","i-DSI","Pertamax","Hatchback","Manual","5","2004","239000","Silver","https://img1.icarcdn.com/9066916/thumb-l_used-car-mobil123-honda-jazz-i-dsi-hatchback-indonesia_9066916_SiTbs3lmaxoQRj2zZquR2Z.jpg?smia=xTM","Surabaya","77000000"
"76995","2017 Daihatsu Ayla 1.2 X Hatchback","Daihatsu","Ayla","X","Pertamax","Hatchback","Manual","5","2017","33000","Merah","https://img1.icarcdn.com/1953446/thumb-l_used-car-mobil123-daihatsu-ayla-x-hatchback-indonesia_1953446_l7AEAF1rd9AeckJbw2yvvB.jpg?smia=xTM","Tangerang","100000000"
"73897","2014 Honda Mobilio 1.5 E Prestige MPV","Honda","Mobilio","E Prestige","Pertamax","MPV","Automatic","7","2014","100000","Marun","https://img5.icarcdn.com/6966736/thumb-l_used-car-mobil123-honda-mobilio-e-prestige-mpv-indonesia_6966736_yF0YI2ujeoTpebadj4EOY9.jpg?smia=xTM","Surabaya","137000000"
"3720","2012 Toyota Camry 2.4 V Sedan","Toyota","Camry","V","Pertamax","Sedan","Automatic","5","2012","100000","Hitam","https://img1.icarcdn.com/1234636/thumb-l_used-car-mobil123-toyota-camry-v-sedan-indonesia_1234636_XUATAyzXVs1rNZWGQQXtek.jpg?smia=xTM","Jakarta Utara","196000000"
"17471","2014 Ford Fiesta 1.0 EcoBoost S Hatchback","Ford","Fiesta","EcoBoost S","Pertamax","Hatchback","Automatic","5","2014","52500","Putih","https://img4.icarcdn.com/6155756/thumb-l_used-car-mobil123-ford-fiesta-ecoboost-s-hatchback-indonesia_6155756_jjT82kzVl9WmnlFsmwp7Sa.jpg?smia=xTM","Sleman","118000000"
"46088","2015 Daihatsu Terios 1.5 TX SUV","Daihatsu","Terios","TX","Pertamax","SUV","Manual","7","2015","12345","Hitam","https://img5.icarcdn.com/7151545/thumb-l_used-car-mobil123-daihatsu-terios-tx-suv-indonesia_7151545_CyYxSM8gkKfKwQrAAnsUIy.jpg?smia=xTM","Cikarang","174000000"
"13468","2011 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Manual","7","2011","152500","Abu-abu","https://img2.icarcdn.com/2064656/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_2064656_yQOGOE9UFaQGh3DVyJCNqJ.jpeg?smia=xTM","Tangerang","95000000"
"30512","2012 Toyota Kijang Innova 2.5 G MPV","Toyota","Kijang Innova","G","Solar","MPV","Manual","8","2012","126000","Putih","https://img5.icarcdn.com/3845855/thumb-l_used-car-mobil123-toyota-kijang-innova-g-mpv-indonesia_3845855_CKBqjdjwyWb4YoxPB1CPTQ.jpg?smia=xTM","Sidoarjo","215000000"
"12104","2015 Toyota Rush 1.5 TRD Sportivo SUV","Toyota","Rush","TRD Sportivo","Pertamax","SUV","Automatic","5","2015","30000","Putih","https://img2.icarcdn.com/8122265/thumb-l_used-car-mobil123-toyota-rush-trd-sportivo-suv-indonesia_8122265_K1oOtfzhnuGSQUTUoEIu65.jpg?smia=xTM","Jakarta Barat","160000000"
"46533","2013 Nissan Grand Livina 1.5 XV MPV","Nissan","Grand Livina","XV","Pertamax","MPV","Automatic","7","2013","90000","Hitam","https://img4.icarcdn.com/0198945/thumb-l_used-car-mobil123-nissan-grand-livina-xv-mpv-indonesia_0198945_OHg72tJbWrbLib5Pe3j8vW.jpg?smia=xTM","Sidoarjo","125000000"
"79805","2016 Daihatsu Ayla 1.0 X Hatchback","Daihatsu","Ayla","X","Pertamax","Hatchback","Manual","5","2016","16000","Merah","https://img5.icarcdn.com/2745825/thumb-l_used-car-mobil123-daihatsu-ayla-x-hatchback-indonesia_2745825_naPIjc8xmjfAkoFE4X7RYu.jpg?smia=xTM","Surabaya","105000000"
"7451","2017 Mitsubishi Outlander Sport 2.0 GLX SUV","Mitsubishi","Outlander Sport","GLX","Pertamax","SUV","Manual","5","2017","250","Hitam","https://img3.icarcdn.com/1646306/thumb-l_used-car-mobil123-mitsubishi-outlander-sport-glx-suv-indonesia_1646306_ePiHwcHYQbezGPIKwKMb5k.jpg?smia=xTM","Cilacap","192500000"
"18364","2017 Mercedes-Benz C250 2.0 AMG Sedan","Mercedes-Benz","C250","AMG","Pertamax","Sedan","Automatic","5","2017","13000","Hitam","https://img5.icarcdn.com/2255375/thumb-l_used-car-mobil123-mercedes-benz-c-class-c250-amg-sedan-indonesia_2255375_FDmuJftyfoE59gkN06PTib.jpg?smia=xTM","Jakarta Utara","810000000"
"54766","2017 Suzuki Ignis 1.2 GX Hatchback","Suzuki","Ignis","GX","Pertamax","Hatchback","Automatic","5","2017","17500","Biru","https://img2.icarcdn.com/5124056/thumb-l_used-car-mobil123-suzuki-ignis-gx-hatchback-indonesia_5124056_9b5hpQFyQBdilwU37goVwU.jpg?smia=xTM","Jakarta Pusat","145000000"
"30799","2007 Honda CR-V 2.4 2.4 i-VTEC SUV","Honda","CR-V","2.4 i-VTEC","Pertamax","SUV","Automatic","5","2007","85000","Abu-abu","https://img5.icarcdn.com/5019456/thumb-l_used-car-mobil123-honda-cr-v-2.4-i-vtec-suv-indonesia_5019456_mLJZHeeYMz812HpwFBHKeQ.jpg?smia=xTM","Surabaya","135000000"
"22056","2014 Toyota Agya 1.0 TRD Sportivo Hatchback","Toyota","Agya","TRD Sportivo","Pertamax","Hatchback","Manual","5","2014","42500","Putih","https://img1.icarcdn.com/6884405/thumb-l_used-car-mobil123-toyota-agya-trd-sportivo-hatchback-indonesia_6884405_4I5cGo3EBCYNofCFmEyS3a.jpg?smia=xTM","Karawang","100000000"
"6313","2012 Toyota Vios 1.5 G Sedan","Toyota","Vios","G","Pertamax","Sedan","Automatic","5","2012","96000","Hitam","https://img5.icarcdn.com/4846865/thumb-l_used-car-mobil123-toyota-vios-g-sedan-indonesia_4846865_Zx9kKgpnXpjzblDMwPrI7t.jpg?smia=xTM","Jakarta Timur","125000000"
"79778","2013 Suzuki Swift 1.4 GX Hatchback","Suzuki","Swift","GX","Pertamax","Hatchback","Automatic","5","2013","52500","Merah","https://img4.icarcdn.com/5724716/thumb-l_used-car-mobil123-suzuki-swift-gx-hatchback-indonesia_5724716_a1JKRRVkmXhq9ghzvzmV6p.jpg?smia=xTM","Jakarta Utara","132000000"
"19933","2007 Suzuki Grand Vitara 2.0 JLX SUV","Suzuki","Grand Vitara","JLX","Pertamax","SUV","Manual","5","2007","75000","Silver","https://img1.icarcdn.com/5199755/thumb-l_used-car-mobil123-suzuki-grand-vitara-jlx-suv-indonesia_5199755_zcpDuugBunebBJ8V9Q5ya8.jpg?smia=xTM","Makasar","107000000"
"29718","1986 Ford Laser 1.3 1.3 Manual Sedan","Ford","Laser","1.3 Manual","Premium","Sedan","Manual","4","1986","200000","Silver","https://img2.icarcdn.com/6649636/thumb-l_used-car-mobil123-ford-laser-1.3-manual-sedan-indonesia_6649636_7t9ktK0HsjzBCFDAgJU9Vp.jpg?smia=xTM","Sumenep","29000000"
"86677","2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon","Mitsubishi","Xpander","ULTIMATE","Pertamax","Wagon","Automatic","7","2018","13000","Hitam","https://img2.icarcdn.com/5167765/thumb-l_used-car-mobil123-mitsubishi-xpander-ultimate-wagon-indonesia_5167765_UdPD7NzlANZw64aM7lOVuI.jpg?smia=xTM","Jakarta Utara","225000000"
"42483","2014 Honda Freed 1.5 S MPV","Honda","Freed","S","Pertamax","MPV","Automatic","7","2014","52500","Hitam","https://img4.icarcdn.com/8438056/thumb-l_used-car-mobil123-honda-freed-s-mpv-indonesia_8438056_OiXb5yDQAo9BsbRAVpnurY.jpeg?smia=xTM","Jember","183000000"
"989","2013 Suzuki Ertiga 1.4 GX MPV","Suzuki","Ertiga","GX","Pertamax","MPV","Manual","7","2013","59766","Hitam","https://img4.icarcdn.com/1677645/thumb-l_used-car-mobil123-suzuki-ertiga-gx-mpv-indonesia_1677645_L0uN2W57kdIDc8lvRu3wZi.jpg?smia=xTM","Jakarta Barat","110000000"
"73912","2007 Honda City 1.5 i-DSI Sedan","Honda","City","i-DSI","Pertamax","Sedan","Manual","5","2007","200000","Abu-abu","https://img1.icarcdn.com/8198665/thumb-l_used-car-mobil123-honda-city-i-dsi-sedan-indonesia_8198665_DCELj67bf2cbwLYnDHqo3N.jpg?smia=xTM","Bekasi","82000000"
"69585","2008 Daihatsu Terios 1.5 TX SUV","Daihatsu","Terios","TX","Pertamax","SUV","Manual","7","2008","12000","Silver","https://img3.icarcdn.com/5217056/thumb-l_used-car-mobil123-daihatsu-terios-tx-suv-indonesia_5217056_vZC1HIzLNxrklcIU702tGf.jpg?smia=xTM","Sidoarjo","117000000"
"21897","2013 Suzuki Ertiga 1.4 GL MPV","Suzuki","Ertiga","GL","Pertamax","MPV","Manual","7","2013","93455","Hitam","https://img1.icarcdn.com/8706756/thumb-l_used-car-mobil123-suzuki-ertiga-gl-mpv-indonesia_8706756_iv4sFRmaDFfZSx9GKVQxpj.jpg?smia=xTM","Bekasi","110000000"
"86052","2011 Nissan March 1.2 XS Hatchback","Nissan","March","XS","Pertamax","Hatchback","Automatic","5","2011","70000","Putih","https://img2.icarcdn.com/9200446/thumb-l_used-car-mobil123-nissan-march-xs-hatchback-indonesia_9200446_AXF3EUj8G9n9ZobgYCFsZo.jpg?smia=xTM","Surabaya","90000000"
"57582","2015 Toyota Fortuner 2.5 G TRD SUV","Toyota","Fortuner","G TRD","Solar","SUV","Manual","7","2015","80000","Hitam","https://img5.icarcdn.com/7212456/thumb-l_used-car-mobil123-toyota-fortuner-g-trd-suv-indonesia_7212456_ZsFyN4dPiIv0j7hpAUwpY4.jpg?smia=xTM","Surabaya","315000999"
"50262","2012 Toyota Rush 1.5 S SUV","Toyota","Rush","S","Pertamax","SUV","Automatic","5","2012","67500","Silver","https://img4.icarcdn.com/1902015/thumb-l_used-car-mobil123-toyota-rush-s-suv-indonesia_1902015_thlQbvZ0GKV6ZO06IUUyvQ.jpg?smia=xTM","Depok","145000000"
"23738","2014 Honda Mobilio 1.5 E MPV","Honda","Mobilio","E","Pertamax","MPV","Manual","7","2014","47500","Marun","https://img1.icarcdn.com/5807015/thumb-l_used-car-mobil123-honda-mobilio-e-mpv-indonesia_5807015_k8CfO82AnkSMRVrZ61fMzd.jpg?smia=xTM","Depok","145000000"
"30010","2013 Honda Jazz 1.5 RS Hatchback","Honda","Jazz","RS","Pertamax","Hatchback","Automatic","5","2013","80000","Putih","https://img5.icarcdn.com/1568035/thumb-l_used-car-mobil123-honda-jazz-rs-hatchback-indonesia_1568035_A7OcVoD0lyd2ssHJFDs64u.jpg?smia=xTM","Sidoarjo","182500000"
"66287","2012 Toyota Camry 2.5 V Sedan","Toyota","Camry","V","Pertamax","Sedan","Automatic","5","2012","77000","Abu-abu","https://img3.icarcdn.com/3615856/thumb-l_used-car-mobil123-toyota-camry-v-sedan-indonesia_3615856_e2BOqZBn5O2Ci8p3NbP0nn.jpg?smia=xTM","Jakarta Selatan","210000000"
"34207","2009 Suzuki SX4 1.5 Cross Over Hatchback","Suzuki","SX4","Cross Over","Pertamax","Hatchback","Automatic","5","2009","155000","Abu-abu","https://img4.icarcdn.com/5313485/thumb-l_used-car-mobil123-suzuki-sx4-cross-over-hatchback-indonesia_5313485_CLOuwwGNYxy5WXSpOkHydd.jpg?smia=xTM","Surabaya","98000000"
"38238","2013 Chevrolet Trailblazer 2.4 LS SUV","Chevrolet","Trailblazer","LS","Solar","SUV","Manual","7","2013","51000","Hitam","https://img1.icarcdn.com/7393515/thumb-l_used-car-mobil123-chevrolet-trailblazer-ls-suv-indonesia_7393515_vVhFmXu1e96DzxgNW7OXU6.jpg?smia=xTM","Jakarta Utara","195000000"
"25877","2016 Mitsubishi Pajero Sport 2.5 Dakar SUV","Mitsubishi","Pajero Sport","Dakar","Solar","SUV","Automatic","7","2016","45000","Putih","https://img3.icarcdn.com/4874556/thumb-l_used-car-mobil123-mitsubishi-pajero-sport-dakar-suv-indonesia_4874556_d5qsS6hjaMh0RFOFYyFUOe.jpg?smia=xTM","Surabaya","425000000"
"76540","2014 Suzuki Swift 1.4 GX Hatchback","Suzuki","Swift","GX","Pertamax","Hatchback","Manual","5","2014","65000","Putih","https://img4.icarcdn.com/3527736/thumb-l_used-car-mobil123-suzuki-swift-gx-hatchback-indonesia_3527736_x5BTMAaWGjcfyhicLlbPyl.jpg?smia=xTM","Sidoarjo","137000000"
