"id","title","band","model","variant","fuelType","bodytype","tramsmission","seating","year","milage","color","image","place","price"
"22787","2018 Honda Civic 1.5 ES Prestige Sedan","Honda","Civic","ES Prestige","Pertamax","Sedan","Automatic","5","2018","50000","Hitam","https://img5.icarcdn.com/8055856/thumb-l_used-car-mobil123-honda-civic-es-prestige-sedan-indonesia_8055856_3Y6gTbGh2IliNA7nvZDgt0.jpg?smia=xTM","Jakarta Utara","369000000"
"42940","2012 Mazda 2 1.5 R Hatchback","Mazda","2","R","Pertamax","Hatchback","Automatic","5","2012","77500","Silver","https://img5.icarcdn.com/8523056/thumb-l_used-car-mobil123-mazda-2-r-hatchback-indonesia_8523056_7McWhLTDThGvyBDcfBnz1s.jpeg?smia=xTM","Jakarta Barat","120000000"
"32464","2017 Mitsubishi Triton 2.5 HD-X Pick-up","Mitsubishi","Triton","HD-X","Solar","Pick-up","Manual","2","2017","42500","Hitam","https://img3.icarcdn.com/4045926/thumb-l_used-car-mobil123-mitsubishi-triton-hd-x-pick-up-indonesia_4045926_Gv8oFUCHwbHo9STwD0qFam.jpg?smia=xTM","Surabaya","290000000"
"82673","2015 Toyota Agya 1.0 G Hatchback","Toyota","Agya","G","Pertamax","Hatchback","Automatic","5","2015","38000","Putih","https://img3.icarcdn.com/7981036/thumb-l_used-car-mobil123-toyota-agya-g-hatchback-indonesia_7981036_hpjLNf0XdMOEFEepasIfGw.jpg?smia=xTM","Jakarta Utara","89000000"
"2068","2002 Mitsubishi Kuda 2.5 Grandia MPV","Mitsubishi","Kuda","Grandia","Solar","MPV","Manual","7","2002","140000","Biru","https://img3.icarcdn.com/6253656/thumb-l_used-car-mobil123-mitsubishi-kuda-grandia-mpv-indonesia_6253656_mdeXBITT1jLGnT1IOkcKqj.jpg?smia=xTM","Surabaya","77000000"
"81703","2017 Daihatsu Ayla 1.0 X Hatchback","Daihatsu","Ayla","X","Pertamax","Hatchback","Manual","5","2017","35000","Merah","https://img2.icarcdn.com/2332206/thumb-l_used-car-mobil123-daihatsu-ayla-x-hatchback-indonesia_2332206_GBIePEbMVzEAmyintsOQUn.jpg?smia=xTM","Surabaya","110000000"
"41008","2015 Daihatsu Terios 1.5 ADVENTURE R SUV","Daihatsu","Terios","ADVENTURE R","Pertamax","SUV","Automatic","7","2015","47500","Silver","https://img2.icarcdn.com/6596315/thumb-l_used-car-mobil123-daihatsu-terios-adventure-r-suv-indonesia_6596315_jYR13ywn9gv8adISIH0bz6.jpg?smia=xTM","Jakarta Selatan","180000000"
"40471","2016 Toyota Agya 1.0 TRD Sportivo Hatchback","Toyota","Agya","TRD Sportivo","Pertamax","Hatchback","Automatic","5","2016","37500","Merah","https://img3.icarcdn.com/8072515/thumb-l_used-car-mobil123-toyota-agya-trd-sportivo-hatchback-indonesia_8072515_zmDIrqhm0Vue6LUwxAHVzW.jpg?smia=xTM","Cirebon","112000000"
"62016","2014 Honda CR-V 2.4 2.4 SUV","Honda","CR-V","2.4","Pertamax","SUV","Automatic","5","2014","70000","Putih","https://img3.icarcdn.com/0376725/thumb-l_used-car-mobil123-honda-cr-v-2.4-suv-indonesia_0376725_q8t2syj3dXi70XTRUcgMBT.jpg?smia=xTM","Mojokerto","277000000"
"34170","2015 Daihatsu Gran Max 1.3 D Van","Daihatsu","Gran Max","D","Pertamax","Van","Manual","8","2015","63000","Silver","https://img2.icarcdn.com/4578646/thumb-l_used-car-mobil123-daihatsu-gran-max-d-van-indonesia_4578646_TddCjFVqZM3CAoAg5RVLBW.jpg?smia=xTM","Bondowoso","105000000"
"69356","2015 Nissan Grand Livina 1.5 XV MPV","Nissan","Grand Livina","XV","Pertamax","MPV","Automatic","7","2015","30000","Hitam","https://img3.icarcdn.com/2650936/thumb-l_used-car-mobil123-nissan-grand-livina-xv-mpv-indonesia_2650936_oyPZ8tBL85Hc3JBb9Tfa6o.jpg?smia=xTM","Sidoarjo","142000000"
"14544","2016 Toyota Kijang Innova 2.0 G MPV","Toyota","Kijang Innova","G","Pertamax","MPV","Manual","8","2016","63000","Silver","https://img3.icarcdn.com/0084456/thumb-l_used-car-mobil123-toyota-kijang-innova-g-mpv-indonesia_0084456_aDc1mBiH4fN5SCazERezqd.jpg?smia=xTM","Pasuruan","224000000"
"24012","2018 Daihatsu Xenia 1.3 X DELUXE MPV","Daihatsu","Xenia","X DELUXE","Pertamax","MPV","Manual","7","2018","250","Putih","https://img5.icarcdn.com/2737895/thumb-l_used-car-mobil123-daihatsu-xenia-x-deluxe-mpv-indonesia_2737895_hl3Hdk6vHsnqSMEtt1UiSc.jpg?smia=xTM","Magelang","139000000"
"25462","2015 Datsun GO 1.2 T-Option Hatchback","Datsun","GO","T-Option","Pertamax","Hatchback","Manual","5","2015","50000","Abu-abu","https://img5.icarcdn.com/8312625/thumb-l_used-car-mobil123-datsun-go-t-option-hatchback-indonesia_8312625_xMx0LcIySim5g1sXusgSQH.jpg?smia=xTM","Sidoarjo","92000000"
"47417","2013 Mitsubishi Outlander Sport 2.0 PX SUV","Mitsubishi","Outlander Sport","PX","Pertamax","SUV","Automatic","5","2013","48000","Merah","https://img2.icarcdn.com/0923645/thumb-l_used-car-mobil123-mitsubishi-outlander-sport-px-suv-indonesia_0923645_jZNTCvQDJWyR9DRaZyR6IU.jpg?smia=xTM","Jakarta Barat","200000000"
"83392","2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon","Mitsubishi","Xpander","ULTIMATE","Pertamax","Wagon","Automatic","7","2018","22500","Putih","https://img4.icarcdn.com/3479126/thumb-l_used-car-mobil123-mitsubishi-xpander-ultimate-wagon-indonesia_3479126_oCnGmsF8BBLbZQod3NkHLk.jpg?smia=xTM","Jakarta Selatan","222000000"
"37136","2017 Suzuki Ignis 1.2 GX Hatchback","Suzuki","Ignis","GX","Pertamax","Hatchback","Automatic","5","2017","25000","Putih","https://img2.icarcdn.com/9119285/thumb-l_used-car-mobil123-suzuki-ignis-gx-hatchback-indonesia_9119285_4HFFSLY5oeoqo8Nw9MVIei.jpg?smia=xTM","Sidoarjo","147500000"
"79116","2015 Mitsubishi Outlander Sport 2.0 PX SUV","Mitsubishi","Outlander Sport","PX","Pertamax","SUV","Automatic","5","2015","42000","Merah","https://img5.icarcdn.com/3281526/thumb-l_used-car-mobil123-mitsubishi-outlander-sport-px-suv-indonesia_3281526_Cr1qZOaCWyTVAwOuf5Tw16.jpg?smia=xTM","Karawang","202000000"
"75841","2016 Mazda CX-5 2.5 Touring SUV","Mazda","CX-5","Touring","Pertamax","SUV","Automatic","5","2016","35000","Putih","https://img3.icarcdn.com/9592336/thumb-l_used-car-mobil123-mazda-cx-5-touring-suv-indonesia_9592336_FFvMDLcQ4nCbNeCz1EOdXw.jpg?smia=xTM","Jakarta Selatan","330000000"
"85422","2013 Daihatsu Terios 1.5 TX SUV","Daihatsu","Terios","TX","Pertamax","SUV","Manual","7","2013","47500","Hitam","https://img2.icarcdn.com/9332046/thumb-l_used-car-mobil123-daihatsu-terios-tx-suv-indonesia_9332046_kKuUADdPxkKvmvRsofyCgC.jpg?smia=xTM","Bandung","137500000"
"81968","2011 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Automatic","7","2011","62500","Hitam","https://img3.icarcdn.com/2066505/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_2066505_CABxOiZr47Hok2y6qCQhVS.jpg?smia=xTM","Jakarta Barat","84000000"
"49719","2012 Land Rover Range Rover Evoque 2.0 Dynamic Luxury Si4 SUV","Land Rover","Range Rover Evoque","Dynamic Luxury Si4","Pertamax","SUV","Automatic","5","2012","37000","Merah","https://img1.icarcdn.com/4113856/thumb-l_used-car-mobil123-land-rover-range-rover-evoque-dynamic-luxury-si4-suv-indonesia_4113856_EjrplXUTMKxfqu7qBlRol9.jpg?smia=xTM","Jakarta Utara","538000000"
"11433","2016 Toyota Kijang Innova 2.0 V MPV","Toyota","Kijang Innova","V","Pertamax","MPV","Manual","8","2016","21000","Abu-abu","https://img4.icarcdn.com/5160406/thumb-l_used-car-mobil123-toyota-kijang-innova-v-mpv-indonesia_5160406_AFJEqgt0s3cS54DLyDy2HW.jpg?smia=xTM","Sleman","280000000"
"25657","2011 Nissan Elgrand 3.5 Highway Star MPV","Nissan","Elgrand","Highway Star","Pertamax","MPV","Automatic","7","2011","62500","Hitam","https://img2.icarcdn.com/9962456/thumb-l_used-car-mobil123-nissan-elgrand-highway-star-mpv-indonesia_9962456_qGqMHFQcCn1jgSavESlJ8K.jpg?smia=xTM","Jakarta Selatan","277000000"
"34140","2013 Suzuki APV 1.5 Blind Van High Van","Suzuki","APV","Blind Van High","Pertamax","Van","Manual","2","2013","52500","Putih","https://img1.icarcdn.com/5474405/thumb-l_used-car-mobil123-suzuki-apv-blind-van-high-van-indonesia_5474405_iw81OcceF2eiF4z7udQRz3.jpg?smia=xTM","Jakarta Barat","50000000"
"41944","2015 Nissan March 1.2 1.2L Hatchback","Nissan","March","1.2L","Pertamax","Hatchback","Automatic","5","2015","29000","Silver","https://img2.icarcdn.com/0426736/thumb-l_used-car-mobil123-nissan-march-1.2l-hatchback-indonesia_0426736_UNS2sCYHohUA1zFaZZW2gW.jpg?smia=xTM","Surabaya","125000000"
"49352","2013 Honda Brio 1.3 Sports E Hatchback","Honda","Brio","Sports E","Pertamax","Hatchback","Manual","5","2013","34000","Silver","https://img1.icarcdn.com/2441815/thumb-l_used-car-mobil123-honda-brio-sports-e-hatchback-indonesia_2441815_sFfZnkCeComIhhJnjgz2ks.jpg?smia=xTM","Tangerang","107500000"
"50381","2009 Honda CR-V 2.4 2.4 i-VTEC SUV","Honda","CR-V","2.4 i-VTEC","Pertamax","SUV","Automatic","5","2009","133000","Coklat","https://img1.icarcdn.com/0258046/thumb-l_used-car-mobil123-honda-cr-v-2.4-i-vtec-suv-indonesia_0258046_lMKAPOdL74EIhyCQUfyzxB.jpg?smia=xTM","Gresik","142000000"
"87118","2012 Honda Jazz 1.5 S Hatchback","Honda","Jazz","S","Pertamax","Hatchback","Automatic","5","2012","53700","Putih","https://img2.icarcdn.com/1070406/thumb-l_used-car-mobil123-honda-jazz-s-hatchback-indonesia_1070406_jYM6nAkGmG4CWT4wji9Mfq.jpg?smia=xTM","Sleman","153000000"
"71126","2017 Daihatsu Ayla 1.0 M Hatchback","Daihatsu","Ayla","M","Pertamax","Hatchback","Automatic","5","2017","5000","Abu-abu","https://img1.icarcdn.com/4402116/thumb-l_used-car-mobil123-daihatsu-ayla-m-hatchback-indonesia_4402116_wc5ewChOFFf8uZpJqztN87.jpg?smia=xTM","Jakarta Utara","84500000"
"83649","2016 BMW 320i 2.0 M Sport Sedan","BMW","320i","M Sport","Pertamax","Sedan","Automatic","5","2016","24000","Hitam","https://img1.icarcdn.com/1267236/thumb-l_used-car-mobil123-bmw-3-series-320i-m-sport-sedan-indonesia_1267236_s9YiZRa5H9ELnyrBVaSX6k.jpg?smia=xTM","Jakarta Selatan","525000000"
"1048","2016 Honda Mobilio 1.5 RS MPV","Honda","Mobilio","RS","Pertamax","MPV","Automatic","7","2016","30000","Abu-abu","https://img4.icarcdn.com/7350275/thumb-l_used-car-mobil123-honda-mobilio-rs-mpv-indonesia_7350275_1XCgwFwjuhbSkBLYz68qEP.jpg?smia=xTM","Surabaya","175000000"
"43097","2015 Toyota Avanza 1.3 Veloz MPV","Toyota","Avanza","Veloz","Pertamax","MPV","Automatic","7","2015","53000","Putih","https://img4.icarcdn.com/2569855/thumb-l_used-car-mobil123-toyota-avanza-veloz-mpv-indonesia_2569855_A40MGmTW5HxMm8mD5qOH6j.jpg?smia=xTM","Bekasi","160000000"
"32753","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan","Mercedes-Benz","C200","CGI Avantgarde","Pertamax","Sedan","Automatic","5","2013","57500","Putih","https://img4.icarcdn.com/5544556/thumb-l_used-car-mobil123-mercedes-benz-c-class-c200-cgi-avantgarde-sedan-indonesia_5544556_nMGzDPooUQ5VKEAWwshgAF.jpeg?smia=xTM","Jakarta Utara","285000000"
"22558","2015 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Automatic","7","2015","67000","Putih","https://img2.icarcdn.com/9998556/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_9998556_jGmgiYKb9O1GDelaA5E8NF.jpg?smia=xTM","Tangerang","125000000"
"70828","2004 Honda Jazz 1.5 i-DSI Hatchback","Honda","Jazz","i-DSI","Pertamax","Hatchback","Automatic","5","2004","120000","Silver","https://img3.icarcdn.com/1118256/thumb-l_used-car-mobil123-honda-jazz-i-dsi-hatchback-indonesia_1118256_KCML4BgCG0xUFT1NqVEPGu.jpg?smia=xTM","Mojokerto","80000000"
"24404","2013 Daihatsu Terios 1.5 TX SUV","Daihatsu","Terios","TX","Pertamax","SUV","Manual","7","2013","52500","Putih","https://img1.icarcdn.com/1816705/thumb-l_used-car-mobil123-daihatsu-terios-tx-suv-indonesia_1816705_KNKmZep4YSEKfWWDWTSC2H.jpg?smia=xTM","Jakarta Barat","100000000"
"53193","2004 Honda Odyssey 2.4 2.4 MPV","Honda","Odyssey","2.4","Pertamax","MPV","Automatic","7","2004","100000","Hitam","https://img5.icarcdn.com/6812206/thumb-l_used-car-mobil123-honda-odyssey-2.4-mpv-indonesia_6812206_rfX3ubn1uFcCjTUZCym8tL.jpg?smia=xTM","Bekasi","110000000"
"50034","2019 Jeep Wrangler 2.0 Rubicon SUV","Jeep","Wrangler","Rubicon","Pertamax","SUV","Automatic","4","2019","10000","Merah","https://img2.icarcdn.com/0444875/thumb-l_used-car-mobil123-jeep-wrangler-rubicon-suv-indonesia_0444875_YhNsfsuc4adeDtt3GqDIt9.jpg?smia=xTM","Tangerang","1800000000"
"49195","2017 Honda Mobilio 1.5 RS MPV","Honda","Mobilio","RS","Pertamax","MPV","Automatic","7","2017","39466","Putih","https://img5.icarcdn.com/2879846/thumb-l_used-car-mobil123-honda-mobilio-rs-mpv-indonesia_2879846_v6NG6x0Rw9nG2BN5Eb9JFK.jpg?smia=xTM","Banyumas","180000000"
"43423","2016 Daihatsu Ayla 1.0 D Hatchback","Daihatsu","Ayla","D","Pertamax","Hatchback","Manual","5","2016","40000","Putih","https://img4.icarcdn.com/5130325/thumb-l_used-car-mobil123-daihatsu-ayla-d-hatchback-indonesia_5130325_IkXlXchpS5lgumAI9YXeem.jpg?smia=xTM","Surabaya","92000000"
"12440","2009 Honda City 1.5 E Sedan","Honda","City","E","Pertamax","Sedan","Automatic","5","2009","134000","Silver","https://img5.icarcdn.com/1231316/thumb-l_used-car-mobil123-honda-city-e-sedan-indonesia_1231316_YwEfDY91PyBAqBXrTBgnE7.jpg?smia=xTM","Sidoarjo","119000000"
"30851","2016 Daihatsu Gran Max 1.3 D Van","Daihatsu","Gran Max","D","Pertamax","Van","Manual","8","2016","50000","Silver","https://img3.icarcdn.com/8854126/thumb-l_used-car-mobil123-daihatsu-gran-max-d-van-indonesia_8854126_e86nMeyylkwseaWNcHQ86E.jpg?smia=xTM","Banyuwangi","105000000"
"89224","2016 Honda Brio 1.2 E Hatchback","Honda","Brio","E","Pertamax","Hatchback","Automatic","5","2016","62500","Abu-abu","https://img3.icarcdn.com/0903806/thumb-l_used-car-mobil123-honda-brio-e-hatchback-indonesia_0903806_OcAdDigunwQ7SqBWPTdDoN.jpg?smia=xTM","Bogor","120000000"
"54510","2017 Honda Brio 1.2 Satya E Hatchback","Honda","Brio","Satya E","Pertamax","Hatchback","Manual","5","2017","28000","Merah","https://img5.icarcdn.com/3305136/thumb-l_used-car-mobil123-honda-brio-satya-e-hatchback-indonesia_3305136_4Z0rqTgTjDRzISS2nHSocp.jpg?smia=xTM","Blitar","132000000"
"37494","2016 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Manual","7","2016","42500","Silver","https://img1.icarcdn.com/2963536/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_2963536_g6O0of9e8Cu9x6ouQsEwwq.jpeg?smia=xTM","Tangerang","146000000"
"10694","2015 Toyota Alphard 2.5 G S C Package Van Wagon","Toyota","Alphard","G S C Package","Pertamax","Van Wagon","Automatic","7","2015","70000","Putih","https://img5.icarcdn.com/6969946/thumb-l_used-car-mobil123-toyota-alphard-g-s-c-package-van-wagon-indonesia_6969946_4AykPrEnoWLnj65ZvQpqVa.jpg?smia=xTM","Surabaya","735000000"
"8918","2011 Mitsubishi Pajero Sport 2.5 Dakar SUV","Mitsubishi","Pajero Sport","Dakar","Solar","SUV","Automatic","7","2011","85000","Putih","https://img2.icarcdn.com/9762716/thumb-l_used-car-mobil123-mitsubishi-pajero-sport-dakar-suv-indonesia_9762716_fU1YlzYvjJmb1QcCqmRj3h.jpg?smia=xTM","Malang","280000000"
"20979","2017 Toyota Innova Venturer 2.4 N140 Wagon","Toyota","Innova Venturer","N140","Solar","Wagon","Automatic","7","2017","20000","Hitam","https://img3.icarcdn.com/4932016/thumb-l_used-car-mobil123-toyota-innova-venturer-n140-wagon-indonesia_4932016_iGQMBiTdo7074V8uZRkfGg.jpg?smia=xTM","Jakarta Utara","375000000"
"39739","2014 Honda Jazz 1.5 RS Hatchback","Honda","Jazz","RS","Pertamax","Hatchback","Automatic","5","2014","22500","Merah","https://img1.icarcdn.com/4303535/thumb-l_used-car-mobil123-honda-jazz-rs-hatchback-indonesia_4303535_OgcyhQiBeXBcMqUT1CNAuT.jpg?smia=xTM","Bekasi","189000000"
"3911","2012 Toyota Rush 1.5 S SUV","Toyota","Rush","S","Pertamax","SUV","Automatic","5","2012","41000","Silver","https://img2.icarcdn.com/8757865/thumb-l_used-car-mobil123-toyota-rush-s-suv-indonesia_8757865_SSmREoZy5OVsL8h2YvExwK.jpg?smia=xTM","Jakarta Utara","132000000"
"10584","2018 Suzuki Baleno 1.4 GL Hatchback","Suzuki","Baleno","GL","Pertamax","Hatchback","Automatic","5","2018","12000","Hitam","https://img3.icarcdn.com/0283655/thumb-l_used-car-mobil123-suzuki-baleno-gl-hatchback-indonesia_0283655_3HaG3aZWgrctiz3GDltaFV.jpg?smia=xTM","Jakarta Utara","185000000"
"75047","2013 Mercedes-Benz C200 1.8 CGI Sedan","Mercedes-Benz","C200","CGI","Pertamax","Sedan","Automatic","5","2013","60000","Hitam","https://img5.icarcdn.com/3645175/thumb-l_used-car-mobil123-mercedes-benz-c-class-c200-cgi-sedan-indonesia_3645175_xLlarcNeTkGQXdNF2qBz1O.jpg?smia=xTM","Jakarta Pusat","288000000"
"51711","2017 Mitsubishi Mirage 1.2 EXCEED Hatchback","Mitsubishi","Mirage","EXCEED","Pertamax","Hatchback","Automatic","5","2017","250","Merah","https://img2.icarcdn.com/7024995/thumb-l_used-car-mobil123-mitsubishi-mirage-exceed-hatchback-indonesia_7024995_IOsAYV5HXhyLPsBON4SGsk.jpg?smia=xTM","Temanggung","125000000"
"71638","2016 MINI Cooper 1.5 Hatchback","MINI","Cooper",,"Pertamax","Hatchback","Automatic","4","2016","2500","Silver","https://img2.icarcdn.com/5470156/thumb-l_used-car-mobil123-mini-cooper-hatchback-indonesia_5470156_LIZKl6HJrvkbD6rDYS2N4E.jpeg?smia=xTM","Surabaya","645000000"
"5264","2012 Porsche Cayenne 4.8 S SUV","Porsche","Cayenne","S","Pertamax","SUV","Automatic","5","2012","32500","Putih","https://img3.icarcdn.com/9273256/thumb-l_used-car-mobil123-porsche-cayenne-s-suv-indonesia_9273256_qXUlRqeuuVXOpIPrmmKi6F.jpeg?smia=xTM","Jakarta Selatan","1050000000"
"26971","2013 Daihatsu Xenia 1.3 R DLX MPV","Daihatsu","Xenia","R DLX","Pertamax","MPV","Manual","7","2013","143000","Silver","https://img4.icarcdn.com/0789156/thumb-l_used-car-mobil123-daihatsu-xenia-r-dlx-mpv-indonesia_0789156_YeAtAgfO3Ls3maFf4sg3LK.jpg?smia=xTM","Malang","110000000"
"3169","2010 Honda CR-V 2.4 2.4 i-VTEC SUV","Honda","CR-V","2.4 i-VTEC","Pertamax","SUV","Automatic","5","2010","77000","Silver","https://img3.icarcdn.com/9557225/thumb-l_used-car-mobil123-honda-cr-v-2.4-i-vtec-suv-indonesia_9557225_ZKtFC5BfGtzHm5H6dE641C.jpg?smia=xTM","Kediri","177000000"
"21349","2013 Nissan X-Trail 2.5 X-Tremer SUV","Nissan","X-Trail","X-Tremer","Pertamax","SUV","Automatic","5","2013","62500","Putih","https://img4.icarcdn.com/7307365/thumb-l_used-car-mobil123-nissan-x-trail-x-tremer-suv-indonesia_7307365_t6ezPSni5Oltue2ChAVth1.jpeg?smia=xTM","Jakarta Utara","182000000"
"71650","2012 Toyota Limo 1.5 Manual Sedan","Toyota","Limo","Manual","Pertamax","Sedan","Manual","5","2012","202500","Hitam","https://img4.icarcdn.com/2707315/thumb-l_used-car-mobil123-toyota-limo-manual-sedan-indonesia_2707315_UbF9iE9SbAkVO8WSTRgHGE.jpg?smia=xTM","Jakarta Selatan","82500000"
"18592","2013 Honda City 1.5 E Sedan","Honda","City","E","Pertamax","Sedan","Automatic","5","2013","20000","Putih","https://img4.icarcdn.com/2189946/thumb-l_used-car-mobil123-honda-city-e-sedan-indonesia_2189946_zrBOnIXofHhyNIOZFDCXAu.jpg?smia=xTM","Surabaya","165000000"
"30720","2017 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback","Suzuki","Karimun Wagon R","GL Wagon R","Pertamax","Hatchback","Manual","5","2017","50000","Putih","https://img2.icarcdn.com/9065156/thumb-l_used-car-mobil123-suzuki-karimun-wagon-r-gl-wagon-r-hatchback-indonesia_9065156_svFLTWbIu20SeRqczzmRng.jpg?smia=xTM","Jakarta Timur","80000000"
"73029","2010 Mercedes-Benz C200 1.8 CGI Sedan","Mercedes-Benz","C200","CGI","Pertamax","Sedan","Automatic","5","2010","95000","Silver","https://img1.icarcdn.com/6057446/thumb-l_used-car-mobil123-mercedes-benz-c-class-c200-cgi-sedan-indonesia_6057446_4afSCspJfsBeTnmfB5qxrM.jpg?smia=xTM","Jakarta Selatan","175000000"
"27283","2016 Toyota Kijang Innova 2.0 Q MPV","Toyota","Kijang Innova","Q","Pertamax","MPV","Automatic","7","2016","54000","Abu-abu","https://img4.icarcdn.com/4199236/thumb-l_used-car-mobil123-toyota-kijang-innova-q-mpv-indonesia_4199236_a6gpDXOorVqQ1IBC6mVU0J.jpg?smia=xTM","Jakarta Pusat","263000000"
"76335","2012 Toyota Avanza 1.3 G MPV","Toyota","Avanza","G","Pertamax","MPV","Manual","7","2012","97500","Silver","https://img4.icarcdn.com/7211946/thumb-l_used-car-mobil123-toyota-avanza-g-mpv-indonesia_7211946_QXZETOGiYuQqJst5kGEIoB.jpg?smia=xTM","Surabaya","120000000"
"61730","2012 Honda CR-V 2.0 2.0 i-VTEC SUV","Honda","CR-V","2.0 i-VTEC","Pertamax","SUV","Automatic","5","2012","105000","Putih","https://img3.icarcdn.com/3169906/thumb-l_used-car-mobil123-honda-cr-v-2.0-i-vtec-suv-indonesia_3169906_sNpO3rXq2KlzsL41REvYo8.jpg?smia=xTM","Tangerang","194000000"
"84721","2012 Mercedes-Benz SLK250 1.8 AMG Convertible","Mercedes-Benz","SLK250","AMG","Pertamax","Convertible","Automatic","2","2012","17500","Silver","https://img3.icarcdn.com/6326856/thumb-l_used-car-mobil123-mercedes-benz-slk-class-slk250-amg-convertible-indonesia_6326856_tLa3o1Y32Tcf6L9vQsnSAZ.jpg?smia=xTM","Jakarta Pusat","595000000"
"23011","2015 Daihatsu Xenia 1.3 R DLX MPV","Daihatsu","Xenia","R DLX","Pertamax","MPV","Manual","7","2015","67500","Hitam","https://img4.icarcdn.com/3781626/thumb-l_used-car-mobil123-daihatsu-xenia-r-dlx-mpv-indonesia_3781626_BvoUbAu6L6YpUs19kDMuXz.jpg?smia=xTM","Tulungagung","127500000"
"46839","2014 Honda Mobilio 1.5 E MPV","Honda","Mobilio","E","Pertamax","MPV","Manual","7","2014","82500","Abu-abu","https://img4.icarcdn.com/9365906/thumb-l_used-car-mobil123-honda-mobilio-e-mpv-indonesia_9365906_zk8IOSxGFTQivDvMAFnRoe.jpeg?smia=xTM","Probolinggo","143000000"
"19525","2012 Toyota Avanza 1.5 Veloz MPV","Toyota","Avanza","Veloz","Pertamax","MPV","Automatic","7","2012","123","Hitam","https://img4.icarcdn.com/5222446/thumb-l_used-car-mobil123-toyota-avanza-veloz-mpv-indonesia_5222446_r4LEhCDbiCtvCgaPC73ICm.jpg?smia=xTM","Malang","145000000"
"36394","2018 Suzuki Ignis 1.2 GX Hatchback","Suzuki","Ignis","GX","Pertamax","Hatchback","Manual","5","2018","250","Merah","https://img2.icarcdn.com/4807046/thumb-l_used-car-mobil123-suzuki-ignis-gx-hatchback-indonesia_4807046_Ac3delK52wnEYw0FScJyJG.jpg?smia=xTM","Kudus","122500000"
"69048","2013 Toyota Camry Hybrid 2.5 Hybrid Sedan","Toyota","Camry Hybrid","Hybrid","Pertamax","Sedan","Automatic","5","2013","65235","Silver","https://img5.icarcdn.com/3779056/thumb-l_used-car-mobil123-toyota-camry-hybrid-hybrid-sedan-indonesia_3779056_HbiFKPsIpvO3t9csU47Leo.jpg?smia=xTM","Jakarta Selatan","270000000"
"54205","2012 Toyota Camry 2.5 V Sedan","Toyota","Camry","V","Pertamax","Sedan","Automatic","5","2012","85000","Hitam","https://img1.icarcdn.com/9239736/thumb-l_used-car-mobil123-toyota-camry-v-sedan-indonesia_9239736_3VhmZq3Tzty3alJ3ETCCDl.jpg?smia=xTM","Tangerang","220000000"
"23389","2015 Datsun GO+ 1.2 T-STYLE MPV","Datsun","GO+","T-STYLE","Pertamax","MPV","Manual","7","2015","31000","Abu-abu","https://img4.icarcdn.com/8021136/thumb-l_used-car-mobil123-datsun-go-t-style-mpv-indonesia_8021136_CLJXfJRpTBF4fIzC5aGq2C.jpg?smia=xTM","Surabaya","95000000"
"51729","2011 Toyota Vellfire 2.4 Z Van Wagon","Toyota","Vellfire","Z","Pertamax","Van Wagon","Automatic","7","2011","82500","Hitam","https://img1.icarcdn.com/1913446/thumb-l_used-car-mobil123-toyota-vellfire-z-van-wagon-indonesia_1913446_hxp5JMi9woisonbgYmHNsS.jpg?smia=xTM","Semarang","305000000"
"19401","2013 Nissan Grand Livina 1.5 XV MPV","Nissan","Grand Livina","XV","Pertamax","MPV","Automatic","7","2013","100000","Abu-abu","https://img4.icarcdn.com/0687606/thumb-l_used-car-mobil123-nissan-grand-livina-xv-mpv-indonesia_0687606_bIkNUh3AeECyCadGk4WgfQ.jpg?smia=xTM","Jakarta Utara","115000000"
"24151","2011 Toyota Rush 1.5 S SUV","Toyota","Rush","S","Pertamax","SUV","Manual","5","2011","50000","Hitam","https://img5.icarcdn.com/6261495/thumb-l_used-car-mobil123-toyota-rush-s-suv-indonesia_6261495_I1Df33jgrhnBqdpECN1H5x.jpg?smia=xTM","Cikarang","130000000"
"52552","2014 Honda Jazz 1.5 RS Hatchback","Honda","Jazz","RS","Pertamax","Hatchback","Automatic","5","2014","42500","Putih","https://img3.icarcdn.com/8232415/thumb-l_used-car-mobil123-honda-jazz-rs-hatchback-indonesia_8232415_aJjNxruPzrkQNYgQ7Pvgmj.jpg?smia=xTM","Tangerang","220000000"
"74808","2013 Isuzu Panther 2.5 LV SUV","Isuzu","Panther","LV","Solar","SUV","Manual","7","2013","102500","Silver","https://img1.icarcdn.com/6896356/thumb-l_used-car-mobil123-isuzu-panther-lv-suv-indonesia_6896356_o8G9SJujGLQa7xdHqNKuHJ.jpg?smia=xTM","Surabaya","145000000"
